N,k,inf_rate,model,max_inf,t_max
1000.0,2.0,0.8,30,70,86
1000.0,2.0,0.8,31,66,49
1000.0,2.0,0.8,32,72,39
1000.0,2.0,0.8,33,77,30
1000.0,2.0,0.8,34,71,129
1000.0,2.0,0.8,35,80,96
1000.0,2.0,0.8,36,74,40
1000.0,2.0,0.8,37,76,144
1000.0,2.0,0.8,38,61,45
1000.0,2.0,0.8,39,66,26
1000.0,2.0,0.8,40,72,37
1000.0,2.0,0.8,41,73,42
1000.0,2.0,0.8,42,75,74
1000.0,2.0,0.8,43,53,33
1000.0,2.0,0.8,44,40,81
1000.0,2.0,0.8,45,81,172
1000.0,2.0,0.8,46,75,49
1000.0,2.0,0.8,47,71,23
1000.0,2.0,0.8,48,72,38
1000.0,2.0,0.8,49,76,38
1000.0,2.0,0.8,50,76,93
1000.0,2.0,0.8,51,69,24
1000.0,2.0,0.8,52,61,26
1000.0,2.0,0.8,53,55,46
1000.0,2.0,0.8,54,71,23
1000.0,2.0,0.8,55,53,36
1000.0,2.0,0.8,56,79,60
1000.0,2.0,0.8,57,70,44
1000.0,2.0,0.8,58,63,34
1000.0,2.0,0.8,59,73,30
1000.0,2.0,0.8,60,79,65
1000.0,2.0,0.8,61,57,25
1000.0,2.0,0.8,62,77,34
1000.0,2.0,0.8,63,64,32
1000.0,2.0,0.8,64,73,89
1000.0,2.0,0.8,65,54,19
1000.0,2.0,0.8,66,75,83
1000.0,2.0,0.8,67,71,42
1000.0,2.0,0.8,68,63,32
1000.0,2.0,0.8,69,71,27
1000.0,2.0,0.8,70,77,52
1000.0,2.0,0.8,71,81,29
1000.0,2.0,0.8,72,74,49
1000.0,2.0,0.8,73,71,39
1000.0,2.0,0.8,74,75,50
1000.0,2.0,0.8,75,68,44
1000.0,2.0,0.8,76,77,54
1000.0,2.0,0.8,77,67,29
1000.0,2.0,0.8,78,71,50
1000.0,2.0,0.8,79,69,61
1000.0,2.0,0.8,80,38,86
1000.0,2.0,0.8,81,73,44
1000.0,2.0,0.8,82,56,147
1000.0,2.0,0.8,83,76,46
1000.0,2.0,0.8,84,67,41
1000.0,2.0,0.8,85,72,32
1000.0,2.0,0.8,86,54,129
1000.0,2.0,0.8,87,74,79
1000.0,2.0,0.8,88,75,46
1000.0,2.0,0.8,89,72,62
1000.0,2.0,0.8,90,72,96
1000.0,2.0,0.8,91,73,42
1000.0,2.0,0.8,92,50,23
1000.0,2.0,0.8,93,49,19
1000.0,2.0,0.8,94,79,33
1000.0,2.0,0.8,95,77,97
1000.0,2.0,0.8,96,65,70
1000.0,2.0,0.8,97,77,98
1000.0,2.0,0.8,98,70,39
1000.0,2.0,0.8,99,73,48
1000.0,2.0,0.9,0,61,23
1000.0,2.0,0.9,1,83,60
1000.0,2.0,0.9,2,84,68
1000.0,2.0,0.9,3,88,70
1000.0,2.0,0.9,4,79,27
1000.0,2.0,0.9,5,86,235
1000.0,2.0,0.9,6,74,59
1000.0,2.0,0.9,7,72,26
1000.0,2.0,0.9,8,81,36
1000.0,2.0,0.9,9,82,35
1000.0,2.0,0.9,10,75,56
1000.0,2.0,0.9,11,83,37
1000.0,2.0,0.9,12,65,32
1000.0,2.0,0.9,13,82,37
1000.0,2.0,0.9,14,47,145
1000.0,2.0,0.9,15,86,94
1000.0,2.0,0.9,16,77,30
1000.0,2.0,0.9,17,80,62
1000.0,2.0,0.9,18,70,21
1000.0,2.0,0.9,19,60,22
1000.0,2.0,0.9,20,84,97
1000.0,2.0,0.9,21,83,118
1000.0,2.0,0.9,22,82,51
1000.0,2.0,0.9,23,68,32
1000.0,2.0,0.9,24,80,34
1000.0,2.0,0.9,25,74,33
1000.0,2.0,0.9,26,69,26
1000.0,2.0,0.9,27,85,74
1000.0,2.0,0.9,28,83,71
1000.0,2.0,0.9,29,69,22
1000.0,2.0,0.9,30,86,88
1000.0,2.0,0.9,31,85,119
1000.0,2.0,0.9,32,80,37
1000.0,2.0,0.9,33,57,20
1000.0,2.0,0.9,34,83,188
1000.0,2.0,0.9,35,80,135
1000.0,2.0,0.9,36,82,73
1000.0,2.0,0.9,37,67,21
1000.0,2.0,0.9,38,67,20
1000.0,2.0,0.9,39,61,23
1000.0,2.0,0.9,40,60,18
1000.0,2.0,0.9,41,75,25
1000.0,2.0,0.9,42,58,26
1000.0,2.0,0.9,43,83,107
1000.0,2.0,0.9,44,83,116
1000.0,2.0,0.9,45,74,33
1000.0,2.0,0.9,46,86,74
1000.0,2.0,0.9,47,77,105
1000.0,2.0,0.9,48,84,46
1000.0,2.0,0.9,49,82,111
1000.0,2.0,0.9,50,74,25
1000.0,2.0,0.9,51,81,49
1000.0,2.0,0.9,52,83,49
1000.0,2.0,0.9,53,82,100
1000.0,2.0,0.9,54,61,66
1000.0,2.0,0.9,55,77,39
1000.0,2.0,0.9,56,84,52
1000.0,2.0,0.9,57,81,35
1000.0,2.0,0.9,58,80,91
1000.0,2.0,0.9,59,82,52
1000.0,2.0,0.9,60,76,30
1000.0,2.0,0.9,61,63,45
1000.0,2.0,0.9,62,53,21
1000.0,2.0,0.9,63,85,37
1000.0,2.0,0.9,64,77,34
1000.0,2.0,0.9,65,81,69
1000.0,2.0,0.9,66,84,59
1000.0,2.0,0.9,67,33,22
1000.0,2.0,0.9,68,80,35
1000.0,2.0,0.9,69,59,20
1000.0,2.0,0.9,70,80,34
1000.0,2.0,0.9,71,81,39
1000.0,2.0,0.9,72,80,34
1000.0,2.0,0.9,73,84,113
1000.0,2.0,0.9,74,77,29
1000.0,2.0,0.9,75,74,46
1000.0,2.0,0.9,76,84,63
1000.0,2.0,0.9,77,76,25
1000.0,2.0,0.9,78,83,93
1000.0,2.0,0.9,79,78,64
1000.0,2.0,0.9,80,82,96
1000.0,2.0,0.9,81,40,43
1000.0,2.0,0.9,82,84,92
1000.0,2.0,0.9,83,86,149
1000.0,2.0,0.9,84,87,126
1000.0,2.0,0.9,85,83,49
1000.0,2.0,0.9,86,57,25
1000.0,2.0,0.9,87,84,52
1000.0,2.0,0.9,88,70,29
1000.0,2.0,0.9,89,83,87
1000.0,2.0,0.9,90,81,34
1000.0,2.0,0.9,91,83,46
1000.0,2.0,0.9,92,85,41
1000.0,2.0,0.9,93,61,52
1000.0,2.0,0.9,94,67,179
1000.0,2.0,0.9,95,63,22
1000.0,2.0,0.9,96,80,32
1000.0,2.0,0.9,97,46,18
1000.0,2.0,0.9,98,70,25
1000.0,2.0,0.9,99,79,44
1000.0,2.0,1.0,0,84,29
1000.0,2.0,1.0,1,72,24
1000.0,2.0,1.0,2,84,40
1000.0,2.0,1.0,3,91,45
1000.0,2.0,1.0,4,89,32
1000.0,2.0,1.0,5,78,22
1000.0,2.0,1.0,6,89,46
1000.0,2.0,1.0,7,67,34
1000.0,2.0,1.0,8,95,69
1000.0,2.0,1.0,9,79,22
1000.0,2.0,1.0,10,66,20
1000.0,2.0,1.0,11,87,32
1000.0,2.0,1.0,12,83,26
1000.0,2.0,1.0,13,70,50
1000.0,2.0,1.0,14,94,128
1000.0,2.0,1.0,15,94,35
1000.0,2.0,1.0,16,91,299
1000.0,2.0,1.0,17,87,44
1000.0,2.0,1.0,18,69,25
1000.0,2.0,1.0,19,84,32
1000.0,2.0,1.0,20,82,33
1000.0,2.0,1.0,21,86,63
1000.0,2.0,1.0,22,90,156
1000.0,2.0,1.0,23,74,22
1000.0,2.0,1.0,24,87,87
1000.0,2.0,1.0,25,85,28
1000.0,2.0,1.0,26,72,25
1000.0,2.0,1.0,27,84,47
1000.0,2.0,1.0,28,58,21
1000.0,2.0,1.0,29,69,33
1000.0,2.0,1.0,30,63,52
1000.0,2.0,1.0,31,93,265
1000.0,2.0,1.0,32,74,26
1000.0,2.0,1.0,33,69,24
1000.0,2.0,1.0,34,86,50
1000.0,2.0,1.0,35,86,40
1000.0,2.0,1.0,36,89,42
1000.0,2.0,1.0,37,74,25
1000.0,2.0,1.0,38,91,129
1000.0,2.0,1.0,39,76,24
1000.0,2.0,1.0,40,84,24
1000.0,2.0,1.0,41,93,74
1000.0,2.0,1.0,42,85,47
1000.0,2.0,1.0,43,91,56
1000.0,2.0,1.0,44,94,238
1000.0,2.0,1.0,45,94,47
1000.0,2.0,1.0,46,90,28
1000.0,2.0,1.0,47,89,31
1000.0,2.0,1.0,48,86,38
1000.0,2.0,1.0,49,90,60
1000.0,2.0,1.0,50,87,45
1000.0,2.0,1.0,51,90,79
1000.0,2.0,1.0,52,86,33
1000.0,2.0,1.0,53,71,31
1000.0,2.0,1.0,54,50,21
1000.0,2.0,1.0,55,86,25
1000.0,2.0,1.0,56,55,18
1000.0,2.0,1.0,57,89,90
1000.0,2.0,1.0,58,92,76
1000.0,2.0,1.0,59,84,42
1000.0,2.0,1.0,60,93,51
1000.0,2.0,1.0,61,82,30
1000.0,2.0,1.0,62,86,48
1000.0,2.0,1.0,63,81,26
1000.0,2.0,1.0,64,64,25
1000.0,2.0,1.0,65,75,26
1000.0,2.0,1.0,66,93,171
1000.0,2.0,1.0,67,92,63
1000.0,2.0,1.0,68,88,36
1000.0,2.0,1.0,69,73,32
1000.0,2.0,1.0,70,95,193
1000.0,2.0,1.0,71,75,24
1000.0,2.0,1.0,72,87,36
1000.0,2.0,1.0,73,90,62
1000.0,2.0,1.0,74,89,57
1000.0,2.0,1.0,75,94,72
1000.0,2.0,1.0,76,74,25
1000.0,2.0,1.0,77,89,144
1000.0,2.0,1.0,78,65,44
1000.0,2.0,1.0,79,84,28
1000.0,2.0,1.0,80,87,33
1000.0,2.0,1.0,81,62,21
1000.0,2.0,1.0,82,76,26
1000.0,2.0,1.0,83,69,59
1000.0,2.0,1.0,84,84,24
1000.0,2.0,1.0,85,93,91
1000.0,2.0,1.0,86,89,53
1000.0,2.0,1.0,87,85,33
1000.0,2.0,1.0,88,74,27
1000.0,2.0,1.0,89,45,14
1000.0,2.0,1.0,90,90,37
1000.0,2.0,1.0,91,65,21
1000.0,2.0,1.0,92,85,26
1000.0,2.0,1.0,93,76,24
1000.0,2.0,1.0,94,87,71
1000.0,2.0,1.0,95,90,58
1000.0,2.0,1.0,96,88,33
1000.0,2.0,1.0,97,85,38
1000.0,2.0,1.0,98,66,29
1000.0,2.0,1.0,99,85,25
1000.0,3.0,0.1,0,692,217
1000.0,3.0,0.1,1,536,219
1000.0,3.0,0.1,2,793,253
1000.0,3.0,0.1,3,915,273
1000.0,3.0,0.1,4,558,336
1000.0,3.0,0.1,5,936,255
1000.0,3.0,0.1,6,723,287
1000.0,3.0,0.1,7,861,324
1000.0,3.0,0.1,8,729,290
1000.0,3.0,0.1,9,520,214
1000.0,3.0,0.1,10,1046,316
1000.0,3.0,0.1,11,823,291
1000.0,3.0,0.1,12,881,325
1000.0,3.0,0.1,13,854,306
1000.0,3.0,0.1,14,561,294
1000.0,3.0,0.1,15,547,173
1000.0,3.0,0.1,16,564,226
1000.0,3.0,0.1,17,579,237
1000.0,3.0,0.1,18,889,290
1000.0,3.0,0.1,19,981,305
1000.0,3.0,0.1,20,586,314
1000.0,3.0,0.1,21,913,325
1000.0,3.0,0.1,22,827,312
1000.0,3.0,0.1,23,766,321
1000.0,3.0,0.1,24,581,262
1000.0,3.0,0.1,25,733,211
1000.0,3.0,0.1,26,721,240
1000.0,3.0,0.1,27,511,199
1000.0,3.0,0.1,28,878,312
1000.0,3.0,0.1,29,943,313
1000.0,3.0,0.1,30,673,305
1000.0,3.0,0.1,31,727,283
1000.0,3.0,0.1,32,988,288
1000.0,3.0,0.1,33,1020,316
1000.0,3.0,0.1,34,582,181
1000.0,3.0,0.1,35,865,301
1000.0,3.0,0.1,36,895,262
1000.0,3.0,0.1,37,1038,273
1000.0,3.0,0.1,38,839,238
1000.0,3.0,0.1,39,699,223
1000.0,3.0,0.1,40,534,237
1000.0,3.0,0.1,41,949,248
1000.0,3.0,0.1,42,828,256
1000.0,3.0,0.1,43,1075,284
1000.0,3.0,0.1,44,893,294
1000.0,3.0,0.1,45,693,242
1000.0,3.0,0.1,46,1069,291
1000.0,3.0,0.1,47,594,319
1000.0,3.0,0.1,48,628,283
1000.0,3.0,0.1,49,683,277
1000.0,3.0,0.1,50,523,254
1000.0,3.0,0.1,51,617,248
1000.0,3.0,0.1,52,692,320
1000.0,3.0,0.1,53,720,333
1000.0,3.0,0.1,54,892,245
1000.0,3.0,0.1,55,894,306
1000.0,3.0,0.1,56,651,313
1000.0,3.0,0.1,57,784,239
1000.0,3.0,0.1,58,1014,274
1000.0,3.0,0.1,59,744,248
1000.0,3.0,0.1,60,896,230
1000.0,3.0,0.1,61,541,194
1000.0,3.0,0.1,62,1035,293
1000.0,3.0,0.1,63,604,321
1000.0,3.0,0.1,64,740,292
1000.0,3.0,0.1,65,643,322
1000.0,3.0,0.1,66,655,308
1000.0,3.0,0.1,67,588,198
1000.0,3.0,0.1,68,683,248
1000.0,3.0,0.1,69,1030,305
1000.0,3.0,0.1,70,545,161
1000.0,3.0,0.1,71,533,253
1000.0,3.0,0.1,72,871,317
1000.0,3.0,0.1,73,727,259
1000.0,3.0,0.1,74,722,299
1000.0,3.0,0.1,75,930,314
1000.0,3.0,0.1,76,1015,291
1000.0,3.0,0.1,77,694,213
1000.0,3.0,0.1,78,1110,284
1000.0,3.0,0.1,79,555,258
1000.0,3.0,0.1,80,1052,304
1000.0,3.0,0.1,81,779,250
1000.0,3.0,0.1,82,649,322
1000.0,3.0,0.1,83,1080,315
1000.0,3.0,0.1,84,749,267
1000.0,3.0,0.1,85,1072,302
1000.0,3.0,0.1,86,616,203
1000.0,3.0,0.1,87,749,325
1000.0,3.0,0.1,88,820,310
1000.0,3.0,0.1,89,682,293
1000.0,3.0,0.1,90,824,261
1000.0,3.0,0.1,91,903,279
1000.0,3.0,0.1,92,546,260
1000.0,3.0,0.1,93,915,287
1000.0,3.0,0.1,94,679,314
1000.0,3.0,0.1,95,554,250
1000.0,3.0,0.1,96,570,207
1000.0,3.0,0.1,97,577,247
1000.0,3.0,0.1,98,699,302
1000.0,3.0,0.1,99,641,319
1000.0,3.0,0.2,0,994,88
1000.0,3.0,0.2,1,1284,158
1000.0,3.0,0.2,2,1672,159
1000.0,3.0,0.2,3,1941,152
1000.0,3.0,0.2,4,1290,164
1000.0,3.0,0.2,5,1588,168
1000.0,3.0,0.2,6,1352,147
1000.0,3.0,0.2,7,1464,158
1000.0,3.0,0.2,8,1101,171
1000.0,3.0,0.2,9,1748,126
1000.0,3.0,0.2,10,1350,141
1000.0,3.0,0.2,11,1328,152
1000.0,3.0,0.2,12,1278,118
1000.0,3.0,0.2,13,1869,148
1000.0,3.0,0.2,14,938,96
1000.0,3.0,0.2,15,1181,121
1000.0,3.0,0.2,16,1803,143
1000.0,3.0,0.2,17,1834,147
1000.0,3.0,0.2,18,1228,152
1000.0,3.0,0.2,19,985,90
1000.0,3.0,0.2,20,989,103
1000.0,3.0,0.2,21,1307,162
1000.0,3.0,0.2,22,1146,135
1000.0,3.0,0.2,23,1441,163
1000.0,3.0,0.2,24,1741,165
1000.0,3.0,0.2,25,1277,141
1000.0,3.0,0.2,26,1143,151
1000.0,3.0,0.2,27,1229,150
1000.0,3.0,0.2,28,1605,166
1000.0,3.0,0.2,29,1531,131
1000.0,3.0,0.2,30,1787,134
1000.0,3.0,0.2,31,1084,159
1000.0,3.0,0.2,32,2053,161
1000.0,3.0,0.2,33,1966,155
1000.0,3.0,0.2,34,1881,143
1000.0,3.0,0.2,35,1219,141
1000.0,3.0,0.2,36,1111,97
1000.0,3.0,0.2,37,1571,168
1000.0,3.0,0.2,38,1337,165
1000.0,3.0,0.2,39,1060,126
1000.0,3.0,0.2,40,1634,151
1000.0,3.0,0.2,41,1985,151
1000.0,3.0,0.2,42,1563,152
1000.0,3.0,0.2,43,1985,161
1000.0,3.0,0.2,44,1997,157
1000.0,3.0,0.2,45,1758,149
1000.0,3.0,0.2,46,1518,163
1000.0,3.0,0.2,47,1200,146
1000.0,3.0,0.2,48,1426,151
1000.0,3.0,0.2,49,1533,161
1000.0,3.0,0.2,50,1301,129
1000.0,3.0,0.2,51,1100,155
1000.0,3.0,0.2,52,1511,142
1000.0,3.0,0.2,53,1998,170
1000.0,3.0,0.2,54,1293,159
1000.0,3.0,0.2,55,1571,136
1000.0,3.0,0.2,56,1405,166
1000.0,3.0,0.2,57,1383,112
1000.0,3.0,0.2,58,2057,160
1000.0,3.0,0.2,59,1396,139
1000.0,3.0,0.2,60,1104,127
1000.0,3.0,0.2,61,1550,168
1000.0,3.0,0.2,62,1149,156
1000.0,3.0,0.2,63,1191,150
1000.0,3.0,0.2,64,1072,95
1000.0,3.0,0.2,65,1904,147
1000.0,3.0,0.2,66,1008,123
1000.0,3.0,0.2,67,1813,155
1000.0,3.0,0.2,68,1657,166
1000.0,3.0,0.2,69,1233,167
1000.0,3.0,0.2,70,1619,152
1000.0,3.0,0.2,71,2036,167
1000.0,3.0,0.2,72,1300,157
1000.0,3.0,0.2,73,1271,133
1000.0,3.0,0.2,74,2096,160
1000.0,3.0,0.2,75,1331,151
1000.0,3.0,0.2,76,1508,133
1000.0,3.0,0.2,77,1081,138
1000.0,3.0,0.2,78,1042,135
1000.0,3.0,0.2,79,1120,151
1000.0,3.0,0.2,80,956,110
1000.0,3.0,0.2,81,1570,155
1000.0,3.0,0.2,82,1001,134
1000.0,3.0,0.2,83,1251,101
1000.0,3.0,0.2,84,1309,109
1000.0,3.0,0.2,85,1487,151
1000.0,3.0,0.2,86,1405,144
1000.0,3.0,0.2,87,1782,161
1000.0,3.0,0.2,88,1096,154
1000.0,3.0,0.2,89,1526,158
1000.0,3.0,0.2,90,1914,148
1000.0,3.0,0.2,91,1192,145
1000.0,3.0,0.2,92,1688,156
1000.0,3.0,0.2,93,1210,133
1000.0,3.0,0.2,94,1719,131
1000.0,3.0,0.2,95,1094,143
1000.0,3.0,0.2,96,1011,134
1000.0,3.0,0.2,97,1092,124
1000.0,3.0,0.2,98,1523,124
1000.0,3.0,0.2,99,1288,131
1000.0,3.0,0.3,0,1617,95
1000.0,3.0,0.3,1,1436,123
1000.0,3.0,0.3,2,1679,122
1000.0,3.0,0.3,3,1765,107
1000.0,3.0,0.3,4,1421,98
1000.0,3.0,0.3,5,1542,82
1000.0,3.0,0.3,6,2218,124
1000.0,3.0,0.3,7,2506,117
1000.0,3.0,0.3,8,2022,115
1000.0,3.0,0.3,9,2476,114
1000.0,3.0,0.3,10,2542,110
1000.0,3.0,0.3,11,1802,83
1000.0,3.0,0.3,12,2208,117
1000.0,3.0,0.3,13,1760,114
1000.0,3.0,0.3,14,1472,83
1000.0,3.0,0.3,15,2357,111
1000.0,3.0,0.3,16,1529,108
1000.0,3.0,0.3,17,2259,109
1000.0,3.0,0.3,18,2829,114
1000.0,3.0,0.3,19,1418,110
1000.0,3.0,0.3,20,2111,122
1000.0,3.0,0.3,21,1354,99
1000.0,3.0,0.3,22,1869,115
1000.0,3.0,0.3,23,1819,108
1000.0,3.0,0.3,24,2152,116
1000.0,3.0,0.3,25,1538,125
1000.0,3.0,0.3,26,1698,108
1000.0,3.0,0.3,27,2425,103
1000.0,3.0,0.3,28,1878,116
1000.0,3.0,0.3,29,2317,103
1000.0,3.0,0.3,30,2554,111
1000.0,3.0,0.3,31,1441,72
1000.0,3.0,0.3,32,2510,104
1000.0,3.0,0.3,33,1580,98
1000.0,3.0,0.3,34,1581,121
1000.0,3.0,0.3,35,2901,114
1000.0,3.0,0.3,36,1689,87
1000.0,3.0,0.3,37,2709,109
1000.0,3.0,0.3,38,1450,70
1000.0,3.0,0.3,39,2112,95
1000.0,3.0,0.3,40,2029,90
1000.0,3.0,0.3,41,1916,116
1000.0,3.0,0.3,42,2711,110
1000.0,3.0,0.3,43,2669,113
1000.0,3.0,0.3,44,2297,98
1000.0,3.0,0.3,45,2607,109
1000.0,3.0,0.3,46,2296,119
1000.0,3.0,0.3,47,1790,112
1000.0,3.0,0.3,48,1437,90
1000.0,3.0,0.3,49,1730,116
1000.0,3.0,0.3,50,1606,77
1000.0,3.0,0.3,51,1496,104
1000.0,3.0,0.3,52,1430,93
1000.0,3.0,0.3,53,2350,115
1000.0,3.0,0.3,54,1879,92
1000.0,3.0,0.3,55,1671,109
1000.0,3.0,0.3,56,1616,96
1000.0,3.0,0.3,57,2391,109
1000.0,3.0,0.3,58,2141,116
1000.0,3.0,0.3,59,2571,116
1000.0,3.0,0.3,60,1558,97
1000.0,3.0,0.3,61,1346,79
1000.0,3.0,0.3,62,2956,119
1000.0,3.0,0.3,63,2281,112
1000.0,3.0,0.3,64,1389,85
1000.0,3.0,0.3,65,2526,111
1000.0,3.0,0.3,66,2368,108
1000.0,3.0,0.3,67,1924,103
1000.0,3.0,0.3,68,1608,109
1000.0,3.0,0.3,69,1573,97
1000.0,3.0,0.3,70,1973,90
1000.0,3.0,0.3,71,2426,120
1000.0,3.0,0.3,72,1487,109
1000.0,3.0,0.3,73,2091,94
1000.0,3.0,0.3,74,1387,83
1000.0,3.0,0.3,75,2440,111
1000.0,3.0,0.3,76,2363,98
1000.0,3.0,0.3,77,2522,100
1000.0,3.0,0.3,78,1378,84
1000.0,3.0,0.3,79,2531,109
1000.0,3.0,0.3,80,1616,105
1000.0,3.0,0.3,81,2302,114
1000.0,3.0,0.3,82,2606,110
1000.0,3.0,0.3,83,1723,89
1000.0,3.0,0.3,84,2275,100
1000.0,3.0,0.3,85,1549,125
1000.0,3.0,0.3,86,1582,83
1000.0,3.0,0.3,87,2412,98
1000.0,3.0,0.3,88,2289,102
1000.0,3.0,0.3,89,1514,93
1000.0,3.0,0.3,90,1372,80
1000.0,3.0,0.3,91,2145,89
1000.0,3.0,0.3,92,1681,111
1000.0,3.0,0.3,93,1824,81
1000.0,3.0,0.3,94,1892,113
1000.0,3.0,0.3,95,2445,110
1000.0,3.0,0.3,96,2349,91
1000.0,3.0,0.3,97,1712,111
1000.0,3.0,0.3,98,1596,118
1000.0,3.0,0.3,99,1421,90
1000.0,3.0,0.4,0,2672,81
1000.0,3.0,0.4,1,2690,81
1000.0,3.0,0.4,2,2723,88
1000.0,3.0,0.4,3,2730,92
1000.0,3.0,0.4,4,2349,87
1000.0,3.0,0.4,5,2309,72
1000.0,3.0,0.4,6,2152,83
1000.0,3.0,0.4,7,2260,90
1000.0,3.0,0.4,8,1751,65
1000.0,3.0,0.4,9,1947,85
1000.0,3.0,0.4,10,3375,92
1000.0,3.0,0.4,11,1801,80
1000.0,3.0,0.4,12,1811,73
1000.0,3.0,0.4,13,2685,84
1000.0,3.0,0.4,14,2340,69
1000.0,3.0,0.4,15,1725,83
1000.0,3.0,0.4,16,2004,89
1000.0,3.0,0.4,17,1778,92
1000.0,3.0,0.4,18,2428,93
1000.0,3.0,0.4,19,2180,91
1000.0,3.0,0.4,20,3430,90
1000.0,3.0,0.4,21,1934,87
1000.0,3.0,0.4,22,1784,69
1000.0,3.0,0.4,23,3125,86
1000.0,3.0,0.4,24,1642,60
1000.0,3.0,0.4,25,1794,70
1000.0,3.0,0.4,26,1684,59
1000.0,3.0,0.4,27,2119,87
1000.0,3.0,0.4,28,3415,89
1000.0,3.0,0.4,29,2269,90
1000.0,3.0,0.4,30,3382,89
1000.0,3.0,0.4,31,3061,84
1000.0,3.0,0.4,32,2086,80
1000.0,3.0,0.4,33,1873,63
1000.0,3.0,0.4,34,1888,91
1000.0,3.0,0.4,35,1918,65
1000.0,3.0,0.4,36,1660,69
1000.0,3.0,0.4,37,1719,59
1000.0,3.0,0.4,38,2450,79
1000.0,3.0,0.4,39,1716,71
1000.0,3.0,0.4,40,2508,90
1000.0,3.0,0.4,41,1952,95
1000.0,3.0,0.4,42,2458,88
1000.0,3.0,0.4,43,1764,93
1000.0,3.0,0.4,44,3292,90
1000.0,3.0,0.4,45,1890,86
1000.0,3.0,0.4,46,1843,81
1000.0,3.0,0.4,47,3098,91
1000.0,3.0,0.4,48,2137,89
1000.0,3.0,0.4,49,2527,88
1000.0,3.0,0.4,50,1864,88
1000.0,3.0,0.4,51,2192,89
1000.0,3.0,0.4,52,2839,91
1000.0,3.0,0.4,53,2499,92
1000.0,3.0,0.4,54,2649,89
1000.0,3.0,0.4,55,2758,90
1000.0,3.0,0.4,56,1759,75
1000.0,3.0,0.4,57,3345,90
1000.0,3.0,0.4,58,1729,80
1000.0,3.0,0.4,59,2276,95
1000.0,3.0,0.4,60,2918,81
1000.0,3.0,0.4,61,2653,81
1000.0,3.0,0.4,62,2440,71
1000.0,3.0,0.4,63,1826,61
1000.0,3.0,0.4,64,1755,61
1000.0,3.0,0.4,65,2412,87
1000.0,3.0,0.4,66,3617,92
1000.0,3.0,0.4,67,3329,89
1000.0,3.0,0.4,68,1981,90
1000.0,3.0,0.4,69,1969,72
1000.0,3.0,0.4,70,2254,73
1000.0,3.0,0.4,71,1693,85
1000.0,3.0,0.4,72,3044,87
1000.0,3.0,0.4,73,2335,87
1000.0,3.0,0.4,74,2691,95
1000.0,3.0,0.4,75,3162,88
1000.0,3.0,0.4,76,1745,86
1000.0,3.0,0.4,77,3167,86
1000.0,3.0,0.4,78,1884,101
1000.0,3.0,0.4,79,1984,90
1000.0,3.0,0.4,80,3269,88
1000.0,3.0,0.4,81,1961,75
1000.0,3.0,0.4,82,2805,93
1000.0,3.0,0.4,83,2461,87
1000.0,3.0,0.4,84,2466,79
1000.0,3.0,0.4,85,3178,85
1000.0,3.0,0.4,86,3131,88
1000.0,3.0,0.4,87,2760,75
1000.0,3.0,0.4,88,2508,72
1000.0,3.0,0.4,89,2531,95
1000.0,3.0,0.4,90,1663,69
1000.0,3.0,0.4,91,2679,92
1000.0,3.0,0.4,92,1774,69
1000.0,3.0,0.4,93,1734,58
1000.0,3.0,0.4,94,3542,95
1000.0,3.0,0.4,95,3162,90
1000.0,3.0,0.4,96,3643,92
1000.0,3.0,0.4,97,1901,71
1000.0,3.0,0.4,98,3035,95
1000.0,3.0,0.4,99,3271,91
1000.0,3.0,0.5,0,3445,75
1000.0,3.0,0.5,1,2546,76
1000.0,3.0,0.5,2,3426,71
1000.0,3.0,0.5,3,3859,75
1000.0,3.0,0.5,4,2736,80
1000.0,3.0,0.5,5,3862,74
1000.0,3.0,0.5,6,2857,78
1000.0,3.0,0.5,7,2016,49
1000.0,3.0,0.5,8,3522,77
1000.0,3.0,0.5,9,2330,61
1000.0,3.0,0.5,10,3544,75
1000.0,3.0,0.5,11,3865,78
1000.0,3.0,0.5,12,3109,81
1000.0,3.0,0.5,13,2203,71
1000.0,3.0,0.5,14,3523,80
1000.0,3.0,0.5,15,2142,57
1000.0,3.0,0.5,16,2131,80
1000.0,3.0,0.5,17,3049,78
1000.0,3.0,0.5,18,2593,66
1000.0,3.0,0.5,19,2005,62
1000.0,3.0,0.5,20,3823,77
1000.0,3.0,0.5,21,3621,76
1000.0,3.0,0.5,22,3545,76
1000.0,3.0,0.5,23,2611,83
1000.0,3.0,0.5,24,2198,79
1000.0,3.0,0.5,25,3535,76
1000.0,3.0,0.5,26,2153,56
1000.0,3.0,0.5,27,2221,70
1000.0,3.0,0.5,28,2195,80
1000.0,3.0,0.5,29,3502,71
1000.0,3.0,0.5,30,3759,75
1000.0,3.0,0.5,31,2384,74
1000.0,3.0,0.5,32,2213,78
1000.0,3.0,0.5,33,2123,80
1000.0,3.0,0.5,34,2111,82
1000.0,3.0,0.5,35,3656,77
1000.0,3.0,0.5,36,2354,55
1000.0,3.0,0.5,37,3872,79
1000.0,3.0,0.5,38,2293,73
1000.0,3.0,0.5,39,1892,55
1000.0,3.0,0.5,40,1916,57
1000.0,3.0,0.5,41,3200,73
1000.0,3.0,0.5,42,2056,76
1000.0,3.0,0.5,43,2227,72
1000.0,3.0,0.5,44,1992,57
1000.0,3.0,0.5,45,3696,73
1000.0,3.0,0.5,46,2919,79
