N,k,inf_rate,model,max_inf,t_max
1000.0,4.0,0.2,49,1685,94
1000.0,4.0,0.2,50,1903,114
1000.0,4.0,0.2,51,1121,187
1000.0,4.0,0.2,52,1141,240
1000.0,4.0,0.2,53,1792,93
1000.0,4.0,0.2,54,1818,109
1000.0,4.0,0.2,55,1668,93
1000.0,4.0,0.2,56,1598,114
1000.0,4.0,0.2,57,1703,132
1000.0,4.0,0.2,58,1963,84
1000.0,4.0,0.2,59,1530,136
1000.0,4.0,0.2,60,1562,102
1000.0,4.0,0.2,61,1588,91
1000.0,4.0,0.2,62,1454,80
1000.0,4.0,0.2,63,1880,127
1000.0,4.0,0.2,64,2206,87
1000.0,4.0,0.2,65,1198,151
1000.0,4.0,0.2,66,1043,152
1000.0,4.0,0.2,67,1462,91
1000.0,4.0,0.2,68,1566,150
1000.0,4.0,0.2,69,935,105
1000.0,4.0,0.2,70,1282,92
1000.0,4.0,0.2,71,1711,153
1000.0,4.0,0.2,72,1348,75
1000.0,4.0,0.2,73,1236,67
1000.0,4.0,0.2,74,1533,68
1000.0,4.0,0.2,75,1589,85
1000.0,4.0,0.2,76,1574,124
1000.0,4.0,0.2,77,1350,100
1000.0,4.0,0.2,78,1033,209
1000.0,4.0,0.2,79,1239,110
1000.0,4.0,0.2,80,1995,108
1000.0,4.0,0.2,81,1152,202
1000.0,4.0,0.2,82,1185,170
1000.0,4.0,0.2,83,1903,99
1000.0,4.0,0.2,84,1740,108
1000.0,4.0,0.2,85,1849,81
1000.0,4.0,0.2,86,1590,83
1000.0,4.0,0.2,87,1426,73
1000.0,4.0,0.2,88,2099,97
1000.0,4.0,0.2,89,1353,115
1000.0,4.0,0.2,90,989,60
1000.0,4.0,0.2,91,1417,99
1000.0,4.0,0.2,92,1926,107
1000.0,4.0,0.2,93,1841,106
1000.0,4.0,0.2,94,947,91
1000.0,4.0,0.2,95,1333,76
1000.0,4.0,0.2,96,1603,120
1000.0,4.0,0.2,97,1334,83
1000.0,4.0,0.2,98,1800,124
1000.0,4.0,0.2,99,1740,106
1000.0,4.0,0.3,0,2311,101
1000.0,4.0,0.3,1,2109,68
1000.0,4.0,0.3,2,1993,69
1000.0,4.0,0.3,3,2161,69
1000.0,4.0,0.3,4,1839,87
1000.0,4.0,0.3,5,1516,129
1000.0,4.0,0.3,6,2052,129
1000.0,4.0,0.3,7,1990,89
1000.0,4.0,0.3,8,1606,125
1000.0,4.0,0.3,9,2454,74
1000.0,4.0,0.3,10,1640,51
1000.0,4.0,0.3,11,2208,102
1000.0,4.0,0.3,12,2239,67
1000.0,4.0,0.3,13,1566,61
1000.0,4.0,0.3,14,1742,77
1000.0,4.0,0.3,15,2504,62
1000.0,4.0,0.3,16,2260,79
1000.0,4.0,0.3,17,1433,107
1000.0,4.0,0.3,18,1224,51
1000.0,4.0,0.3,19,2469,65
1000.0,4.0,0.3,20,1917,62
1000.0,4.0,0.3,21,2459,62
1000.0,4.0,0.3,22,2256,70
1000.0,4.0,0.3,23,2335,73
1000.0,4.0,0.3,24,2204,70
1000.0,4.0,0.3,25,2343,91
1000.0,4.0,0.3,26,1585,156
1000.0,4.0,0.3,27,2179,66
1000.0,4.0,0.3,28,2247,79
1000.0,4.0,0.3,29,2162,82
1000.0,4.0,0.3,30,2551,93
1000.0,4.0,0.3,31,2028,107
1000.0,4.0,0.3,32,1652,55
1000.0,4.0,0.3,33,1739,77
1000.0,4.0,0.3,34,2065,69
1000.0,4.0,0.3,35,2582,95
1000.0,4.0,0.3,36,2289,68
1000.0,4.0,0.3,37,2549,94
1000.0,4.0,0.3,38,2735,68
1000.0,4.0,0.3,39,1532,60
1000.0,4.0,0.3,40,2465,65
1000.0,4.0,0.3,41,2429,67
1000.0,4.0,0.3,42,2477,69
1000.0,4.0,0.3,43,2243,83
1000.0,4.0,0.3,44,1907,95
1000.0,4.0,0.3,45,2334,84
1000.0,4.0,0.3,46,2333,86
1000.0,4.0,0.3,47,1745,92
1000.0,4.0,0.3,48,1446,147
1000.0,4.0,0.3,49,1428,132
1000.0,4.0,0.3,50,1451,146
1000.0,4.0,0.3,51,1954,89
1000.0,4.0,0.3,52,2330,79
1000.0,4.0,0.3,53,2048,59
1000.0,4.0,0.3,54,2622,68
1000.0,4.0,0.3,55,1870,77
1000.0,4.0,0.3,56,2515,78
1000.0,4.0,0.3,57,1949,66
1000.0,4.0,0.3,58,2237,83
1000.0,4.0,0.3,59,2339,99
1000.0,4.0,0.3,60,1488,122
1000.0,4.0,0.3,61,2045,84
1000.0,4.0,0.3,62,1546,54
1000.0,4.0,0.3,63,2260,84
1000.0,4.0,0.3,64,1900,67
1000.0,4.0,0.3,65,2324,81
1000.0,4.0,0.3,66,1972,55
1000.0,4.0,0.3,67,2361,80
1000.0,4.0,0.3,68,2134,97
1000.0,4.0,0.3,69,2342,77
1000.0,4.0,0.3,70,1796,66
1000.0,4.0,0.3,71,2392,64
1000.0,4.0,0.3,72,2565,66
1000.0,4.0,0.3,73,1508,101
1000.0,4.0,0.3,74,2149,81
1000.0,4.0,0.3,75,2434,73
1000.0,4.0,0.3,76,2288,71
1000.0,4.0,0.3,77,1480,49
1000.0,4.0,0.3,78,2195,96
1000.0,4.0,0.3,79,2353,75
1000.0,4.0,0.3,80,2837,68
1000.0,4.0,0.3,81,1636,121
1000.0,4.0,0.3,82,2336,94
1000.0,4.0,0.3,83,2156,92
1000.0,4.0,0.3,84,2630,82
1000.0,4.0,0.3,85,1825,97
1000.0,4.0,0.3,86,2312,81
1000.0,4.0,0.3,87,1664,144
1000.0,4.0,0.3,88,2643,83
1000.0,4.0,0.3,89,1433,127
1000.0,4.0,0.3,90,1688,85
1000.0,4.0,0.3,91,2254,87
1000.0,4.0,0.3,92,2554,84
1000.0,4.0,0.3,93,2232,84
1000.0,4.0,0.3,94,1464,135
1000.0,4.0,0.3,95,2510,62
1000.0,4.0,0.3,96,1473,99
1000.0,4.0,0.3,97,1574,111
1000.0,4.0,0.3,98,2593,72
1000.0,4.0,0.3,99,1551,64
1000.0,4.0,0.4,0,2957,62
1000.0,4.0,0.4,1,3503,55
1000.0,4.0,0.4,2,2763,53
1000.0,4.0,0.4,3,2049,82
1000.0,4.0,0.4,4,1589,95
1000.0,4.0,0.4,5,2504,59
1000.0,4.0,0.4,6,2524,85
1000.0,4.0,0.4,7,2947,52
1000.0,4.0,0.4,8,2293,71
1000.0,4.0,0.4,9,2582,82
1000.0,4.0,0.4,10,3031,70
1000.0,4.0,0.4,11,2297,56
1000.0,4.0,0.4,12,2634,62
1000.0,4.0,0.4,13,2850,64
1000.0,4.0,0.4,14,2624,61
1000.0,4.0,0.4,15,2449,77
1000.0,4.0,0.4,16,3066,60
1000.0,4.0,0.4,17,3086,81
1000.0,4.0,0.4,18,1586,109
1000.0,4.0,0.4,19,2814,62
1000.0,4.0,0.4,20,2492,54
1000.0,4.0,0.4,21,1715,113
1000.0,4.0,0.4,22,3191,65
1000.0,4.0,0.4,23,1855,113
1000.0,4.0,0.4,24,2998,77
1000.0,4.0,0.4,25,2595,61
1000.0,4.0,0.4,26,1860,58
1000.0,4.0,0.4,27,2798,72
1000.0,4.0,0.4,28,2460,56
1000.0,4.0,0.4,29,2239,57
1000.0,4.0,0.4,30,2749,80
1000.0,4.0,0.4,31,1648,111
1000.0,4.0,0.4,32,2491,54
1000.0,4.0,0.4,33,2574,67
1000.0,4.0,0.4,34,2197,53
1000.0,4.0,0.4,35,2637,80
1000.0,4.0,0.4,36,2209,66
1000.0,4.0,0.4,37,2540,78
1000.0,4.0,0.4,38,1931,45
1000.0,4.0,0.4,39,2445,77
1000.0,4.0,0.4,40,1823,70
1000.0,4.0,0.4,41,2990,72
1000.0,4.0,0.4,42,1782,116
1000.0,4.0,0.4,43,1706,53
1000.0,4.0,0.4,44,2415,59
1000.0,4.0,0.4,45,1558,77
1000.0,4.0,0.4,46,1743,40
1000.0,4.0,0.4,47,2809,68
1000.0,4.0,0.4,48,1861,104
1000.0,4.0,0.4,49,2021,72
1000.0,4.0,0.4,50,2569,90
1000.0,4.0,0.4,51,1935,64
1000.0,4.0,0.4,52,3152,67
1000.0,4.0,0.4,53,3139,64
1000.0,4.0,0.4,54,2932,56
1000.0,4.0,0.4,55,2359,63
1000.0,4.0,0.4,56,1743,60
1000.0,4.0,0.4,57,2313,66
1000.0,4.0,0.4,58,3060,65
1000.0,4.0,0.4,59,2984,71
1000.0,4.0,0.4,60,2566,85
1000.0,4.0,0.4,61,3066,65
1000.0,4.0,0.4,62,3043,67
1000.0,4.0,0.4,63,2267,75
1000.0,4.0,0.4,64,2961,64
1000.0,4.0,0.4,65,2038,42
1000.0,4.0,0.4,66,1867,88
1000.0,4.0,0.4,67,2949,52
1000.0,4.0,0.4,68,3148,57
1000.0,4.0,0.4,69,2187,101
1000.0,4.0,0.4,70,2019,71
1000.0,4.0,0.4,71,2547,77
1000.0,4.0,0.4,72,1740,42
1000.0,4.0,0.4,73,2880,70
1000.0,4.0,0.4,74,2501,52
1000.0,4.0,0.4,75,2993,58
1000.0,4.0,0.4,76,2927,64
1000.0,4.0,0.4,77,1670,127
1000.0,4.0,0.4,78,1956,127
1000.0,4.0,0.4,79,2240,65
1000.0,4.0,0.4,80,2415,53
1000.0,4.0,0.4,81,2876,68
1000.0,4.0,0.4,82,2644,60
1000.0,4.0,0.4,83,2296,48
1000.0,4.0,0.4,84,1993,83
1000.0,4.0,0.4,85,2004,49
1000.0,4.0,0.4,86,2358,57
1000.0,4.0,0.4,87,2054,53
1000.0,4.0,0.4,88,2833,66
1000.0,4.0,0.4,89,1771,53
1000.0,4.0,0.4,90,2772,63
1000.0,4.0,0.4,91,1613,45
1000.0,4.0,0.4,92,3101,58
1000.0,4.0,0.4,93,1919,51
1000.0,4.0,0.4,94,1950,62
1000.0,4.0,0.4,95,2052,54
1000.0,4.0,0.4,96,2530,92
1000.0,4.0,0.4,97,2571,62
1000.0,4.0,0.4,98,2750,64
1000.0,4.0,0.4,99,2329,51
1000.0,4.0,0.5,0,3224,61
1000.0,4.0,0.5,1,2013,108
1000.0,4.0,0.5,2,2141,44
1000.0,4.0,0.5,3,1912,56
1000.0,4.0,0.5,4,3495,68
1000.0,4.0,0.5,5,2574,57
1000.0,4.0,0.5,6,3084,72
1000.0,4.0,0.5,7,1843,91
1000.0,4.0,0.5,8,3238,63
1000.0,4.0,0.5,9,3371,52
1000.0,4.0,0.5,10,2055,93
1000.0,4.0,0.5,11,1997,49
1000.0,4.0,0.5,12,3492,55
1000.0,4.0,0.5,13,3070,67
1000.0,4.0,0.5,14,3620,67
1000.0,4.0,0.5,15,2514,65
1000.0,4.0,0.5,16,3173,63
1000.0,4.0,0.5,17,2926,91
1000.0,4.0,0.5,18,1901,69
1000.0,4.0,0.5,19,2211,78
1000.0,4.0,0.5,20,2767,84
1000.0,4.0,0.5,21,3469,54
1000.0,4.0,0.5,22,2268,62
1000.0,4.0,0.5,23,3148,72
1000.0,4.0,0.5,24,2130,62
1000.0,4.0,0.5,25,3423,60
1000.0,4.0,0.5,26,3284,57
1000.0,4.0,0.5,27,2873,61
1000.0,4.0,0.5,28,2615,50
1000.0,4.0,0.5,29,2279,43
1000.0,4.0,0.5,30,2253,45
1000.0,4.0,0.5,31,2802,52
1000.0,4.0,0.5,32,1817,68
1000.0,4.0,0.5,33,2711,54
1000.0,4.0,0.5,34,1857,99
1000.0,4.0,0.5,35,3490,65
1000.0,4.0,0.5,36,2597,51
1000.0,4.0,0.5,37,2604,60
1000.0,4.0,0.5,38,2713,68
1000.0,4.0,0.5,39,3525,57
1000.0,4.0,0.5,40,1890,78
1000.0,4.0,0.5,41,2258,98
1000.0,4.0,0.5,42,1789,59
1000.0,4.0,0.5,43,3113,54
1000.0,4.0,0.5,44,3263,50
1000.0,4.0,0.5,45,1741,84
1000.0,4.0,0.5,46,3384,62
1000.0,4.0,0.5,47,2889,63
1000.0,4.0,0.5,48,1972,126
1000.0,4.0,0.5,49,3283,61
1000.0,4.0,0.5,50,3171,61
1000.0,4.0,0.5,51,3081,50
1000.0,4.0,0.5,52,1969,105
1000.0,4.0,0.5,53,2430,47
1000.0,4.0,0.5,54,2024,44
1000.0,4.0,0.5,55,3437,59
1000.0,4.0,0.5,56,3279,70
1000.0,4.0,0.5,57,3619,56
1000.0,4.0,0.5,58,2179,49
1000.0,4.0,0.5,59,3475,67
1000.0,4.0,0.5,60,2899,84
1000.0,4.0,0.5,61,2540,51
1000.0,4.0,0.5,62,2874,58
1000.0,4.0,0.5,63,2311,48
1000.0,4.0,0.5,64,3277,59
1000.0,4.0,0.5,65,2171,108
1000.0,4.0,0.5,66,2543,54
1000.0,4.0,0.5,67,2915,71
1000.0,4.0,0.5,68,2842,74
1000.0,4.0,0.5,69,3302,59
1000.0,4.0,0.5,70,2993,60
1000.0,4.0,0.5,71,3351,50
1000.0,4.0,0.5,72,2754,63
1000.0,4.0,0.5,73,2107,89
1000.0,4.0,0.5,74,3382,63
1000.0,4.0,0.5,75,2914,63
1000.0,4.0,0.5,76,1996,65
1000.0,4.0,0.5,77,3111,54
1000.0,4.0,0.5,78,3274,60
1000.0,4.0,0.5,79,2826,75
1000.0,4.0,0.5,80,3314,58
1000.0,4.0,0.5,81,2842,66
1000.0,4.0,0.5,82,2197,49
1000.0,4.0,0.5,83,1835,99
1000.0,4.0,0.5,84,2832,65
1000.0,4.0,0.5,85,3573,58
1000.0,4.0,0.5,86,3208,67
1000.0,4.0,0.5,87,2431,56
1000.0,4.0,0.5,88,2774,78
1000.0,4.0,0.5,89,3543,59
1000.0,4.0,0.5,90,2555,72
1000.0,4.0,0.5,91,2523,73
1000.0,4.0,0.5,92,2008,108
1000.0,4.0,0.5,93,2924,68
1000.0,4.0,0.5,94,2823,62
1000.0,4.0,0.5,95,3390,55
1000.0,4.0,0.5,96,3440,58
1000.0,4.0,0.5,97,3153,64
1000.0,4.0,0.5,98,2188,49
1000.0,4.0,0.5,99,2408,64
1000.0,4.0,0.6,0,2929,51
1000.0,4.0,0.6,1,3345,60
1000.0,4.0,0.6,2,2538,43
1000.0,4.0,0.6,3,3030,60
1000.0,4.0,0.6,4,3588,59
1000.0,4.0,0.6,5,2697,48
1000.0,4.0,0.6,6,2023,67
1000.0,4.0,0.6,7,3660,59
1000.0,4.0,0.6,8,2509,43
1000.0,4.0,0.6,9,2851,43
1000.0,4.0,0.6,10,2007,48
1000.0,4.0,0.6,11,3003,46
1000.0,4.0,0.6,12,2308,65
1000.0,4.0,0.6,13,2762,50
1000.0,4.0,0.6,14,3142,84
1000.0,4.0,0.6,15,3303,42
1000.0,4.0,0.6,16,2243,81
1000.0,4.0,0.6,17,2402,84
1000.0,4.0,0.6,18,2417,82
1000.0,4.0,0.6,19,3452,46
1000.0,4.0,0.6,20,3590,60
1000.0,4.0,0.6,21,2050,83
1000.0,4.0,0.6,22,1925,87
1000.0,4.0,0.6,23,2278,40
1000.0,4.0,0.6,24,3655,60
1000.0,4.0,0.6,25,3623,55
1000.0,4.0,0.6,26,3264,63
1000.0,4.0,0.6,27,3518,61
1000.0,4.0,0.6,28,3129,64
1000.0,4.0,0.6,29,3277,62
1000.0,4.0,0.6,30,3043,63
1000.0,4.0,0.6,31,3738,53
1000.0,4.0,0.6,32,3047,87
1000.0,4.0,0.6,33,3330,60
1000.0,4.0,0.6,34,2037,39
1000.0,4.0,0.6,35,2848,44
1000.0,4.0,0.6,36,3492,51
1000.0,4.0,0.6,37,3032,69
1000.0,4.0,0.6,38,2805,53
1000.0,4.0,0.6,39,2182,79
1000.0,4.0,0.6,40,2742,52
1000.0,4.0,0.6,41,2384,82
1000.0,4.0,0.6,42,2854,50
1000.0,4.0,0.6,43,2136,87
1000.0,4.0,0.6,44,3576,63
1000.0,4.0,0.6,45,2006,66
1000.0,4.0,0.6,46,1889,55
1000.0,4.0,0.6,47,2345,71
1000.0,4.0,0.6,48,2549,56
1000.0,4.0,0.6,49,3361,46
1000.0,4.0,0.6,50,2871,56
1000.0,4.0,0.6,51,2160,62
1000.0,4.0,0.6,52,3678,63
1000.0,4.0,0.6,53,2304,54
1000.0,4.0,0.6,54,2912,53
1000.0,4.0,0.6,55,2962,48
1000.0,4.0,0.6,56,1919,59
1000.0,4.0,0.6,57,3053,47
1000.0,4.0,0.6,58,3442,61
1000.0,4.0,0.6,59,2408,41
1000.0,4.0,0.6,60,3592,63
1000.0,4.0,0.6,61,3791,54
1000.0,4.0,0.6,62,3078,51
1000.0,4.0,0.6,63,2289,43
1000.0,4.0,0.6,64,3769,49
1000.0,4.0,0.6,65,3222,71
1000.0,4.0,0.6,66,2218,75
1000.0,4.0,0.6,67,3088,69
1000.0,4.0,0.6,68,2839,60
1000.0,4.0,0.6,69,3576,50
1000.0,4.0,0.6,70,3101,65
1000.0,4.0,0.6,71,3422,67
1000.0,4.0,0.6,72,3750,54
1000.0,4.0,0.6,73,3344,42
1000.0,4.0,0.6,74,2280,94
1000.0,4.0,0.6,75,2830,48
1000.0,4.0,0.6,76,3125,60
1000.0,4.0,0.6,77,3317,62
1000.0,4.0,0.6,78,2519,70
1000.0,4.0,0.6,79,2173,66
1000.0,4.0,0.6,80,3029,79
1000.0,4.0,0.6,81,2869,46
1000.0,4.0,0.6,82,3163,60
1000.0,4.0,0.6,83,3232,47
1000.0,4.0,0.6,84,2868,43
1000.0,4.0,0.6,85,2982,44
1000.0,4.0,0.6,86,3167,49
1000.0,4.0,0.6,87,3809,54
1000.0,4.0,0.6,88,3225,65
1000.0,4.0,0.6,89,1959,69
1000.0,4.0,0.6,90,3380,43
1000.0,4.0,0.6,91,3253,68
1000.0,4.0,0.6,92,3716,62
1000.0,4.0,0.6,93,2195,52
1000.0,4.0,0.6,94,3346,63
1000.0,4.0,0.6,95,2103,71
1000.0,4.0,0.6,96,3524,58
1000.0,4.0,0.6,97,2511,64
1000.0,4.0,0.6,98,3026,73
1000.0,4.0,0.6,99,2321,52
1000.0,4.0,0.7,0,3608,52
1000.0,4.0,0.7,1,3401,45
1000.0,4.0,0.7,2,3539,50
1000.0,4.0,0.7,3,2491,49
1000.0,4.0,0.7,4,3348,47
1000.0,4.0,0.7,5,3095,46
1000.0,4.0,0.7,6,2663,43
1000.0,4.0,0.7,7,3031,57
1000.0,4.0,0.7,8,3562,50
1000.0,4.0,0.7,9,2947,41
1000.0,4.0,0.7,10,3276,53
1000.0,4.0,0.7,11,3509,52
1000.0,4.0,0.7,12,3590,60
1000.0,4.0,0.7,13,3423,59
1000.0,4.0,0.7,14,2950,46
1000.0,4.0,0.7,15,3101,56
1000.0,4.0,0.7,16,3778,52
1000.0,4.0,0.7,17,3808,49
1000.0,4.0,0.7,18,2139,107
1000.0,4.0,0.7,19,3441,55
1000.0,4.0,0.7,20,3793,45
1000.0,4.0,0.7,21,2029,89
1000.0,4.0,0.7,22,2161,55
1000.0,4.0,0.7,23,2067,57
1000.0,4.0,0.7,24,3731,50
1000.0,4.0,0.7,25,3469,54
1000.0,4.0,0.7,26,3441,57
1000.0,4.0,0.7,27,3958,51
1000.0,4.0,0.7,28,2233,41
1000.0,4.0,0.7,29,3329,84
1000.0,4.0,0.7,30,2416,39
1000.0,4.0,0.7,31,3150,46
1000.0,4.0,0.7,32,1970,69
1000.0,4.0,0.7,33,3581,48
1000.0,4.0,0.7,34,3671,54
1000.0,4.0,0.7,35,3851,44
1000.0,4.0,0.7,36,3430,50
1000.0,4.0,0.7,37,3561,44
1000.0,4.0,0.7,38,3540,47
1000.0,4.0,0.7,39,3480,63
1000.0,4.0,0.7,40,2789,41
1000.0,4.0,0.7,41,3865,52
1000.0,4.0,0.7,42,3586,55
1000.0,4.0,0.7,43,2328,96
1000.0,4.0,0.7,44,3345,82
1000.0,4.0,0.7,45,3378,59
1000.0,4.0,0.7,46,2853,49
1000.0,4.0,0.7,47,2397,38
1000.0,4.0,0.7,48,2620,44
1000.0,4.0,0.7,49,3888,56
1000.0,4.0,0.7,50,3627,61
1000.0,4.0,0.7,51,3327,67
1000.0,4.0,0.7,52,3302,56
1000.0,4.0,0.7,53,3740,55
1000.0,4.0,0.7,54,3334,52
1000.0,4.0,0.7,55,3491,46
1000.0,4.0,0.7,56,2837,41
1000.0,4.0,0.7,57,2608,49
1000.0,4.0,0.7,58,2804,63
1000.0,4.0,0.7,59,2091,65
1000.0,4.0,0.7,60,3300,67
1000.0,4.0,0.7,61,2824,63
1000.0,4.0,0.7,62,3417,61
1000.0,4.0,0.7,63,2029,46
1000.0,4.0,0.7,64,3358,47
1000.0,4.0,0.7,65,3197,60
1000.0,4.0,0.7,66,3613,47
1000.0,4.0,0.7,67,2386,41
1000.0,4.0,0.7,68,3605,49
1000.0,4.0,0.7,69,2389,89
1000.0,4.0,0.7,70,2811,41
1000.0,4.0,0.7,71,3624,53
1000.0,4.0,0.7,72,2358,80
1000.0,4.0,0.7,73,2926,44
1000.0,4.0,0.7,74,2818,43
1000.0,4.0,0.7,75,2184,47
1000.0,4.0,0.7,76,2413,85
1000.0,4.0,0.7,77,2902,54
1000.0,4.0,0.7,78,3758,47
1000.0,4.0,0.7,79,3440,57
1000.0,4.0,0.7,80,2170,80
1000.0,4.0,0.7,81,4011,47
1000.0,4.0,0.7,82,2187,95
1000.0,4.0,0.7,83,3543,45
1000.0,4.0,0.7,84,3111,54
1000.0,4.0,0.7,85,3338,44
1000.0,4.0,0.7,86,2407,84
1000.0,4.0,0.7,87,2779,44
1000.0,4.0,0.7,88,2857,49
1000.0,4.0,0.7,89,3302,59
1000.0,4.0,0.7,90,3899,54
1000.0,4.0,0.7,91,2506,81
1000.0,4.0,0.7,92,2643,60
1000.0,4.0,0.7,93,2565,48
1000.0,4.0,0.7,94,2412,76
1000.0,4.0,0.7,95,3378,51
1000.0,4.0,0.7,96,3392,45
1000.0,4.0,0.7,97,3675,59
1000.0,4.0,0.7,98,2337,98
1000.0,4.0,0.7,99,2697,59
1000.0,4.0,0.8,0,3646,51
1000.0,4.0,0.8,1,3985,48
1000.0,4.0,0.8,2,2963,42
1000.0,4.0,0.8,3,3422,70
1000.0,4.0,0.8,4,3558,45
1000.0,4.0,0.8,5,2122,52
1000.0,4.0,0.8,6,2667,37
1000.0,4.0,0.8,7,3562,46
1000.0,4.0,0.8,8,3455,51
1000.0,4.0,0.8,9,2367,50
1000.0,4.0,0.8,10,2238,58
1000.0,4.0,0.8,11,3876,43
1000.0,4.0,0.8,12,3670,53
1000.0,4.0,0.8,13,3966,49
1000.0,4.0,0.8,14,3828,43
1000.0,4.0,0.8,15,2553,35
1000.0,4.0,0.8,16,3630,56
1000.0,4.0,0.8,17,3754,53
1000.0,4.0,0.8,18,3017,48
1000.0,4.0,0.8,19,3051,42
1000.0,4.0,0.8,20,3049,42
1000.0,4.0,0.8,21,2364,47
1000.0,4.0,0.8,22,2485,81
1000.0,4.0,0.8,23,3762,49
1000.0,4.0,0.8,24,2523,77
1000.0,4.0,0.8,25,3408,82
1000.0,4.0,0.8,26,2812,39
1000.0,4.0,0.8,27,3711,48
1000.0,4.0,0.8,28,3570,45
1000.0,4.0,0.8,29,2983,49
1000.0,4.0,0.8,30,3647,62
1000.0,4.0,0.8,31,3361,40
1000.0,4.0,0.8,32,3388,43
1000.0,4.0,0.8,33,2888,54
1000.0,4.0,0.8,34,3463,43
1000.0,4.0,0.8,35,3326,46
1000.0,4.0,0.8,36,4099,54
1000.0,4.0,0.8,37,2053,88
1000.0,4.0,0.8,38,2214,90
1000.0,4.0,0.8,39,3888,52
1000.0,4.0,0.8,40,2332,56
1000.0,4.0,0.8,41,2797,45
1000.0,4.0,0.8,42,3252,49
1000.0,4.0,0.8,43,2755,54
1000.0,4.0,0.8,44,3855,44
1000.0,4.0,0.8,45,3323,55
1000.0,4.0,0.8,46,3356,41
1000.0,4.0,0.8,47,3548,61
1000.0,4.0,0.8,48,2313,46
1000.0,4.0,0.8,49,3647,53
1000.0,4.0,0.8,50,3649,51
1000.0,4.0,0.8,51,3106,48
1000.0,4.0,0.8,52,2508,63
1000.0,4.0,0.8,53,3575,49
1000.0,4.0,0.8,54,2933,50
1000.0,4.0,0.8,55,2472,75
1000.0,4.0,0.8,56,2544,73
1000.0,4.0,0.8,57,2605,40
1000.0,4.0,0.8,58,2206,76
1000.0,4.0,0.8,59,2767,40
1000.0,4.0,0.8,60,3582,54
1000.0,4.0,0.8,61,2190,89
1000.0,4.0,0.8,62,3458,42
1000.0,4.0,0.8,63,2295,35
1000.0,4.0,0.8,64,3418,44
1000.0,4.0,0.8,65,3551,59
1000.0,4.0,0.8,66,2650,71
1000.0,4.0,0.8,67,2718,56
1000.0,4.0,0.8,68,3507,53
1000.0,4.0,0.8,69,3877,51
1000.0,4.0,0.8,70,3807,52
1000.0,4.0,0.8,71,3860,60
1000.0,4.0,0.8,72,2381,82
1000.0,4.0,0.8,73,2850,43
1000.0,4.0,0.8,74,2515,48
1000.0,4.0,0.8,75,2228,72
1000.0,4.0,0.8,76,3601,55
1000.0,4.0,0.8,77,3714,45
1000.0,4.0,0.8,78,3852,60
1000.0,4.0,0.8,79,2986,40
1000.0,4.0,0.8,80,2660,38
1000.0,4.0,0.8,81,3350,56
1000.0,4.0,0.8,82,2155,47
1000.0,4.0,0.8,83,2742,42
1000.0,4.0,0.8,84,3736,42
1000.0,4.0,0.8,85,2185,61
1000.0,4.0,0.8,86,3607,55
1000.0,4.0,0.8,87,3374,48
1000.0,4.0,0.8,88,2427,61
1000.0,4.0,0.8,89,3560,45
1000.0,4.0,0.8,90,3684,50
1000.0,4.0,0.8,91,2251,74
1000.0,4.0,0.8,92,3877,55
1000.0,4.0,0.8,93,3312,61
1000.0,4.0,0.8,94,3788,43
1000.0,4.0,0.8,95,3575,43
1000.0,4.0,0.8,96,3510,43
1000.0,4.0,0.8,97,2373,88
1000.0,4.0,0.8,98,3842,53
1000.0,4.0,0.8,99,3527,44
1000.0,4.0,0.9,0,3677,63
1000.0,4.0,0.9,1,2703,39
1000.0,4.0,0.9,2,2164,74
1000.0,4.0,0.9,3,3040,57
1000.0,4.0,0.9,4,2646,69
1000.0,4.0,0.9,5,3780,48
1000.0,4.0,0.9,6,2236,43
1000.0,4.0,0.9,7,3419,46
1000.0,4.0,0.9,8,3698,55
1000.0,4.0,0.9,9,2295,83
1000.0,4.0,0.9,10,2288,45
1000.0,4.0,0.9,11,3201,45
1000.0,4.0,0.9,12,3685,45
1000.0,4.0,0.9,13,4011,56
1000.0,4.0,0.9,14,2383,59
1000.0,4.0,0.9,15,3612,49
1000.0,4.0,0.9,16,2639,39
1000.0,4.0,0.9,17,2688,52
1000.0,4.0,0.9,18,2757,39
1000.0,4.0,0.9,19,2709,38
1000.0,4.0,0.9,20,2313,73
1000.0,4.0,0.9,21,2806,41
1000.0,4.0,0.9,22,4022,43
1000.0,4.0,0.9,23,3826,42
1000.0,4.0,0.9,24,4171,42
1000.0,4.0,0.9,25,3152,44
1000.0,4.0,0.9,26,2452,74
1000.0,4.0,0.9,27,3058,40
1000.0,4.0,0.9,28,2123,63
1000.0,4.0,0.9,29,2110,59
1000.0,4.0,0.9,30,2620,59
1000.0,4.0,0.9,31,4086,47
1000.0,4.0,0.9,32,3268,48
1000.0,4.0,0.9,33,3554,74
1000.0,4.0,0.9,34,3136,48
1000.0,4.0,0.9,35,3623,48
1000.0,4.0,0.9,36,2196,85
1000.0,4.0,0.9,37,2134,72
1000.0,4.0,0.9,38,2328,69
1000.0,4.0,0.9,39,3425,44
1000.0,4.0,0.9,40,2952,49
1000.0,4.0,0.9,41,3483,60
1000.0,4.0,0.9,42,3528,40
1000.0,4.0,0.9,43,3114,52
1000.0,4.0,0.9,44,3279,43
1000.0,4.0,0.9,45,3599,70
1000.0,4.0,0.9,46,3579,41
1000.0,4.0,0.9,47,3859,44
